Recency,Frequency,Monetary
2.3345741373435525,-0.4250965025587132,8.358668183148236
-0.9053403195403357,0.35441679662391234,0.25096626418824564
-0.17535959314365723,-0.03533985296740041,-0.02859600628948439
-0.7353448079137119,-0.4250965025587132,-0.03301179869117063
2.1745783616949654,-0.4250965025587132,-0.191347272524876
-0.5653492962870882,0.4843356798210166,0.05026299230752249
1.114606348023076,-0.4250965025587132,-0.2186497531339413
1.3945989554081033,-0.4250965025587132,-0.10846076863834926
1.2146037078034428,-0.4250965025587132,-0.17744014100029096
-0.6953458640015652,-0.16525873616450468,0.08423978347786663
-0.5953485042211982,-0.4250965025587132,0.4620954344303197
-0.9053403195403357,-0.2951776193616089,-0.09859671839059161
-0.345355104770281,-0.03533985296740041,0.4804428349080742
-0.4053535206385011,-0.16525873616450468,0.06762131759124854
1.9445844342001213,-0.4250965025587132,-0.20742391656729625
-0.8953405835622991,0.7441734462152251,0.35290331312240986
0.17463116608762697,-0.2951776193616089,-0.1671377379668784
-0.8453419036721156,-0.03533985296740041,-0.08245999553998513
1.9845833781122681,-0.2951776193616089,-0.1571935826415391
-0.8853408475842623,-0.4250965025587132,-0.20976031466342654
-0.4153532566165378,-0.03533985296740041,0.16593138662380102
-0.47535167248475796,-0.2951776193616089,-0.018502766514201564
-0.2053588010777673,-0.16525873616450468,-0.08413552674606713
2.184578097673002,-0.4250965025587132,-0.18798730954853626
-0.6753463920454919,-0.4250965025587132,-0.14589542899096625
-0.8153426957380054,-0.2951776193616089,-0.17765152939946466
2.2245770415851487,-0.2951776193616089,-0.04741179895698695
0.3746258856483608,-0.4250965025587132,0.21743561379721016
-0.1053614412974004,-0.2951776193616089,-0.13373392061534714
-0.7053455999796019,-0.03533985296740041,0.0746026976165902
-0.8753411116062256,0.09457903022970385,-0.02324787979038998
0.9246113644403788,0.09457903022970385,-0.022663780266357413
-0.6353474481333451,-0.2951776193616089,-0.16343621584029483
2.4545709690799926,-0.2951776193616089,-0.18383742150160007
-0.7653440158478221,0.2244979134268081,0.08081640398177478
-0.1253609132534738,-0.4250965025587132,-0.1673780531996232
-0.7053455999796019,-0.4250965025587132,-0.17727436799251792
-0.2053588010777673,-0.03533985296740041,-0.052476219972979805
-0.28535668890206084,-0.2951776193616089,-0.08697925700021426
-0.7353448079137119,1.0040112126094336,0.10729224469301879
-0.5653492962870882,-0.2951776193616089,0.03956673930933368
-0.4653519365067213,-0.4250965025587132,-0.04657292078342399
0.2646287898899572,-0.03533985296740041,-0.10520649986159637
2.1045802098487085,-0.4250965025587132,-0.21917266127926568
2.3045749294094424,-0.4250965025587132,-0.2034520398038748
-0.42535299259457454,-0.4250965025587132,-0.1809669895549257
0.5646208692310579,-0.4250965025587132,-0.03825868127276605
-0.7053455999796019,-0.2951776193616089,0.15142457958787592
-0.42535299259457454,0.09457903022970385,-0.03851123478125251
-0.5953485042211982,0.09457903022970385,0.09281992734327464
-0.13536064923151048,-0.16525873616450468,1.0033609933671686
2.1645786257169286,-0.2951776193616089,-0.1514137787799216
-0.17535959314365723,-0.16525873616450468,-0.09205257858038288
-0.25535748096795075,-0.16525873616450468,-0.1442076595091426
1.2446029157375529,-0.16525873616450468,-0.16597955205351095
-0.6853461280235285,2.1732811613833722,13.669070753554323
-0.8953405835622991,0.6142545630181209,0.1774364783914597
0.20463037402173703,-0.4250965025587132,-0.15416739082178943
-0.28535668890206084,-0.4250965025587132,-0.16175400921108105
-0.7653440158478221,-0.03533985296740041,-0.1387627393746371
0.03463486239511329,-0.16525873616450468,-0.13914991391628154
-0.9153400555183724,0.4843356798210166,-0.02169028105963646
