PC1,PC2,quality
-1.6195298795599253,0.45095009169876016,5
-0.7991699349839555,1.8565530606792253,5
-0.7484790927753524,0.8820388613867904,5
2.3576726331784394,-0.2699760093806844,6
-1.6195298795599258,0.450950091698743,5
-1.583707273367964,0.5691948836514882,5
-1.1014640297998566,0.608014998784023,5
-2.2487076476621835,-0.41683477700605315,7
-1.0868865233527103,-0.30856949510600923,7
0.6547895249460747,1.6652073957838658,5
-1.12520428645555,0.8605121934499284,5
0.6547895249460747,1.6652073957838658,5
-3.026861032322053,0.4935396915055434,5
1.5388977301543845,-0.2351258286421274,5
1.565268083512541,4.795247030492101,5
1.621248786971717,4.780069779618043,5
1.1745656164945648,1.1427982171557762,7
2.6952047401211994,1.2154942019634891,5
-0.722438308208391,0.5046719140701412,4
3.3353127554432542,0.7536687550166673,6
0.623644613214963,0.4401133117154638,6
-0.2059845365314421,0.9679491803451139,5
0.6964073097695574,-0.39699873670221075,5
0.05310563473639004,0.41654274285123827,5
-0.8785553431477109,0.3811331862952163,6
-1.1646340665135715,-0.6103550449558581,5
-0.2393937866681467,-1.1940107818795254,5
0.6964073097695574,-0.39699873670221075,5
-1.7352178389039365,0.5887956403312657,5
-1.3223717358754272,-0.4104065861625203,6
-1.559756810120922,1.161903745591346,5
-1.8055655652213116,0.6709771974531872,6
-0.08957396557773395,1.5644346169018257,5
-0.08680577790653943,4.397298606466508,6
-1.0840959212041221,0.06216736337775262,5
-0.5616280919223082,0.5196887485516518,6
-0.8281130123869231,-0.9885227830518472,6
0.4340597392072062,-0.5495251925698877,7
-2.9866737062837427,0.31967385172277024,4
0.7643757415450944,1.059098419130939,5
0.7643757415450944,1.059098419130939,5
0.350880975258121,0.7156797358082663,4
1.401391693481649,-0.19778938820591346,6
0.3618357391778308,-0.6802530754908139,5
-2.141999393830532,-0.5934858816056442,5
-4.2789238784735435,-1.2747746283135375,4
0.23321593871815074,2.485278251236437,5
1.2330936764382154,-0.6704409729285504,5
-0.9392660840130534,-1.0731329349366376,5
-0.6578526240196967,0.460508003976996,5
0.5884071167499701,-0.5509120997524707,5
-1.561117152458907,-0.5390383598932529,6
-1.5213443963697593,-0.7227802438943575,6
0.8463938492545278,2.1233610795119975,5
-0.25498250248989307,1.461065753498336,6
-0.711430804569711,1.5108724635086563,5
2.301099079296044,-1.284998502015441,5
0.31294218381877126,4.207417346631729,5
-0.753198428369583,0.5697809827368964,5
-0.5179055290211997,-0.2586433499079549,6
0.5328216874303512,0.4379719597554121,5
0.7035815443154139,1.796972999063716,5
-0.6975137387307145,-0.040819620176034375,7
-1.5579237630670406,0.6697502064718228,5
-1.7064217470405718,-0.425204161893065,5
-1.7064217470405718,-0.425204161893065,5
-1.0603795646731564,-0.10342924789412777,5
-1.9577516485305122,-0.8544495329887083,5
1.4028244907340395,-0.00558453142001604,5
-0.7579614574366574,-0.7224766700301766,6
-1.0002319849912464,0.16100674307506468,6
-0.7698008177239113,1.4264225633955083,5
-0.8564744067112849,1.4154045384025695,5
-0.1463224548196915,0.4180857382398327,4
2.0695854230470085,1.090478612479433,5
0.9135346334418598,-0.7510403841285909,5
0.9135346334418598,-0.7510403841285909,5
-2.1689730846078428,0.26513163153352043,6
-1.693733470624903,0.8770068202542397,5
0.8951946477362814,2.211040436330267,4
-1.309847711744906,-0.9940466244625238,5
4.283261192004221,1.572256150275177,5
0.11963981771266287,0.9956804837205459,5
2.0992845306724917,1.496707079661789,5
-0.2791697507054969,-0.3109412574481776,6
-1.2988014359669444,0.2149074957525391,5
3.3214305188753426,1.5605729468658414,6
-0.5117532179144072,-0.5315275981352592,5
2.5084062998038092,2.154272716166651,5
-1.3573052624731647,0.10164320174750865,5
-0.17482027443116285,3.0903702242958744,5
3.3214305188753426,1.5605729468658414,6
3.410546697732137,1.500617791669332,5
-0.5117532179144072,-0.5315275981352592,5
-4.636036391631368,2.360364766561074,4
-4.094019331819055,0.0660866472321789,6
-1.8944707555842353,-0.07423860606089792,5
-0.3218311237726155,-0.7660024084017631,5
-1.5398143917383544,-0.1727669654557968,5
-0.21929930251454743,0.2112138614718561,6
-0.29057516058280747,-0.017535744480250925,6
-0.46518015892971093,-1.0801654002494265,6
-0.21929930251454743,0.2112138614718561,6
-0.3441908257537424,0.6085879545191623,5
-0.7786889407794687,-0.4799043927220161,5
-0.3441908257537424,0.6085879545191623,5
4.445114369043173,1.3811915826524541,5
-0.7906447831637794,0.7648055630788392,5
1.121407946739617,0.5783470339096619,6
0.7760372372468165,3.516485261923817,5
0.38930932799824797,0.09999715107357784,5
-0.066925852770015,1.2028885081278162,5
-0.02017285871751979,1.3668136410235543,5
1.612126255431409,0.1578370906370623,6
0.38930932799824797,0.09999715107357784,5
1.170173068800136,-0.2752938615977678,6
-0.1289734058386135,-0.19692413099694275,6
-0.8436932927981632,-0.23700616484226641,6
-0.2852959177728677,0.05831345966772072,6
-1.364956119048328,1.7724328640410782,6
-1.125992861297418,2.0767039829790335,5
-0.2852959177728677,0.05831345966772072,6
-1.5080361038382295,-0.08902217130792751,5
-1.2702303585723322,0.5185231938554521,5
-0.9871753021645522,1.3689823337157807,5
0.6535981741938708,2.1992055364612866,5
-2.8305740549696403,-0.12966937903812895,5
-2.8865580775907116,-0.09821953821392142,5
-0.648936379152708,-1.319857229229396,7
-1.4351379917682576,-0.9030025936645814,5
0.7291803576305901,2.704134631517544,5
-3.181567480191885,-0.22239202779346334,5
-3.181567480191885,-0.22239202779346334,5
-1.9402884612113083,-0.26074650171470937,6
-1.3980457871172212,0.5703002448765405,6
-0.08156797552433315,0.8576911642980685,5
-0.08831828941413702,0.3653747056274411,5
-0.3094703723665186,0.048255756933371086,5
-0.6509153483795552,1.3050471411220965,5
-0.637633305275724,1.4354869455284494,5
-0.08156797552433315,0.8576911642980685,5
-0.08831828941413702,0.3653747056274411,5
-3.8617593706502418,-1.254020655762342,6
-1.3645525915109107,-1.032057918163568,5
-3.8617593706502418,-1.254020655762342,6
0.9478565718357315,2.7739040468001885,5
-2.8661662598058912,1.423467492112579,5
1.35008500622404,1.086513436759376,5
-1.4147754495275522,-0.40058611001667876,6
0.04622512368224448,-0.47917039752735485,6
-0.052344714572243364,-1.7035736583207834,6
8.653323829540463,2.75832747625138,4
-1.5483622370744714,1.5184206096583859,5
-1.5483622370744714,1.5184206096583859,5
0.2712944722379193,2.433155031917888,5
