PC1,PC2,class
-57.446986936444,95.41098073837698,PRAD
-16.91942997050151,0.7324703084040153,LUAD
-70.34521806225688,-19.303326632627055,PRAD
-49.16159157107971,-9.227586174082642,PRAD
-18.132533487513005,-51.3277967576692,BRCA
-19.174993907856287,23.718420273069444,PRAD
42.45691745283647,74.62597952332592,KIRC
16.097012446051117,32.5347386664721,PRAD
3.9700951545947407,-70.24803966806996,BRCA
-27.941355605886535,2.6595625143598065,PRAD
-18.48671860353383,-15.12619762202608,BRCA
88.63496971368859,41.757646100642496,KIRC
3.7104076030179094,11.764263790081863,PRAD
-83.69526813936973,71.75188814864467,BRCA
-48.07415314363338,-36.3956411806962,BRCA
11.055030321965237,-46.15744607540057,BRCA
2.8303131093685283,-1.558868836579265,LUAD
85.22979316670742,23.779513695074307,KIRC
85.3020965916755,20.60563520112703,KIRC
-28.21538402522387,-2.475733469725606,PRAD
13.92383611455511,-118.99401239588893,BRCA
35.65236123833102,6.040700538028931,KIRC
-3.3577877146671957,-6.085389795631609,LUAD
-69.29700925535877,-1.9336473232367695,BRCA
100.95710417318246,-10.711640738066572,KIRC
32.43184404551579,0.4304058521334182,LUAD
-54.16009536843697,19.439378822792015,COAD
-15.188364725643863,-41.51582285147292,BRCA
-29.35531408123817,-19.487533545116356,BRCA
-37.08865150488766,-57.16677057169316,BRCA
-25.553750047459868,-27.29318829679969,BRCA
13.04002500948689,-111.07143555064701,BRCA
83.47392169085285,5.903833678034028,KIRC
-28.15149426302263,67.64980902684584,BRCA
-27.27082530247764,34.79965863432691,PRAD
-20.01835500432282,-55.650264017201046,BRCA
70.3196252243864,9.073736050426273,KIRC
28.018634713194814,6.324738012379061,LUAD
-25.512070013405353,-1.5062407006040954,BRCA
-53.15845781722839,56.32044252286689,BRCA
109.35853641147244,-3.675936465530233,KIRC
-21.97215673590577,32.16589697385955,PRAD
-6.463848454566612,5.795766605869944,PRAD
70.89197970773726,61.77297805125061,KIRC
90.18085684372596,45.21662352878158,KIRC
-3.670849557727769,-69.14712751667271,BRCA
-24.19653909143474,92.78165921839698,PRAD
-79.13886386743044,23.22216497044069,COAD
-22.473322634683438,-61.10727456295517,BRCA
-8.898066704325261,-13.744534332609586,LUAD
-2.7433196045196526,-76.3276916163165,BRCA
-30.34849036098247,22.68882231494145,LUAD
-34.00569364674238,-29.326009710051324,BRCA
-20.53863610488842,18.373260658246004,PRAD
-90.54748160725703,24.527205941446937,COAD
-70.11942451451934,21.68370738640596,BRCA
-16.708306026374856,-55.965947054280214,BRCA
-26.803770405179982,1.92196403865223,COAD
60.704073770636064,78.1249496446545,KIRC
0.5913916673004659,-13.03133439005527,BRCA
-15.124857321712389,3.089442943951072,LUAD
34.18875026745821,-10.569515179814127,KIRC
39.57749862543776,-68.88468474137215,BRCA
6.744614657955252,21.63750816731703,LUAD
-38.273379449778915,-13.363027327063403,PRAD
-56.87693513605523,8.950611535292921,COAD
7.679846289486754,-1.1279910652877758,BRCA
-28.93726086649443,1.3510620235462574,PRAD
82.05264044918177,25.973202028022477,KIRC
-25.957816153404057,14.372529766255116,BRCA
82.26513919599662,47.375506472582984,KIRC
-5.169144908855709,-3.4290527640534347,BRCA
-29.21003234680187,35.982628715507516,BRCA
5.604662721555728,-4.470997018654149,LUAD
-3.5372517959200924,-93.40717853337823,BRCA
-26.164449989167682,8.133273638319872,LUAD
12.820850940831445,-36.394758546400226,BRCA
1.1651747714109204,125.0848598588513,KIRC
-12.72054908341206,-1.2537095737442778,PRAD
-63.73648837186537,30.817122453089183,COAD
-21.281848775356902,-63.75826461245315,BRCA
-22.6354912585431,7.176379623975281,PRAD
-22.30756445600964,-45.42332977836552,BRCA
-4.839592424067162,-78.70059354031592,BRCA
-26.805003923355155,72.7271313893861,PRAD
-15.337390171850336,25.835585342567217,PRAD
-34.833816722264956,-64.48733287633873,BRCA
-35.843179641780246,-13.838238431873283,BRCA
77.14579462565433,73.70904574218146,KIRC
-32.5197034659566,-12.788865327268443,BRCA
-31.933203433967446,23.825121806693467,PRAD
-45.532387688294314,42.851160018432964,PRAD
28.36282598513489,-42.96349568958555,BRCA
-47.231382882850475,92.36805636027117,BRCA
-2.6898638332641625,-60.43848118779226,BRCA
-29.256769562026022,12.586890076638472,PRAD
-65.27006199509894,24.845336111170372,COAD
-6.798917033343292,-59.04822023186016,BRCA
18.38342072195773,-27.396729597227555,PRAD
-10.491896464404594,-17.82360817220866,BRCA
-20.242238479560395,-30.91615936865072,BRCA
97.32318593175492,15.251723779964381,KIRC
2.1473205757769755,-49.74744474261579,BRCA
74.4598001176754,58.98120264455307,KIRC
-16.018254523786357,-2.1026428065180154,LUAD
101.59076202228826,10.83442943219869,KIRC
-21.77364622561809,27.363004396219296,LUAD
-48.69402166839637,24.06194109531302,COAD
-23.46757532418659,26.847943825812756,LUAD
2.8342789104507875,-23.781192767313392,LUAD
-74.54384758052962,109.41843741708843,PRAD
13.408422962111844,-55.87981074798075,BRCA
-3.1812148918957353,-7.272620226356398,LUAD
-20.073817184036088,21.96636600651781,PRAD
-6.085138689007526,-41.41838502452167,BRCA
92.21330286048872,35.129461938352456,KIRC
99.63993368843342,1.314440763593215,KIRC
85.90506070878564,36.33416637039764,KIRC
20.02133625735847,-53.654647185494674,BRCA
-18.364745026229524,-68.70563730715494,BRCA
6.9555418117325045,3.515399990968476,LUAD
83.36302097472576,26.02521810454979,KIRC
-18.749972913693366,24.228373058803584,LUAD
-45.940289233162,-19.67205234913444,BRCA
-10.838833644262523,10.684139788864949,PRAD
-6.680625299038088,45.23039149531294,PRAD
-33.571520968233536,44.16835585457043,PRAD
3.0704043418934743,-42.344417480148905,BRCA
91.64775324752621,40.51327172892828,KIRC
-38.78554517935238,-26.90864094353544,LUAD
-66.32266893597192,32.728564954346524,COAD
-60.03166601079031,10.782966613999315,BRCA
-94.0031219768875,55.752148907621276,COAD
-26.36893775910047,-18.58559498082123,BRCA
-42.802242183102024,-31.989049104854708,BRCA
71.55170926343085,49.22405136341601,KIRC
42.284272261743745,16.36874758743232,LUAD
-19.751322137665674,-34.863287452076996,BRCA
64.34114531324377,37.40815038103628,KIRC
-62.45169710402418,-8.955136041080825,COAD
6.57576152220314,-64.23576983231892,BRCA
-37.18991670210356,25.523404250805346,PRAD
19.640142151856736,-49.4270929019459,BRCA
39.10529489282354,50.6409378366572,KIRC
40.91856647539713,-21.860509004353638,LUAD
-79.00096078640173,33.6039642726158,COAD
-5.579546992830503,77.65810551832544,PRAD
1.840889527547889,-53.57784220106633,BRCA
2.9879912057136218,11.982207116668304,LUAD
-34.64505560454956,15.99045148659334,LUAD
20.255938628176757,-18.62574861016425,LUAD
-15.744851452924614,-6.173464511260071,LUAD
-27.643822390943726,-58.03249879606009,BRCA
-7.744856930830098,-73.41799267778515,BRCA
43.47047686780326,-8.540343466113159,LUAD
-6.9478209801079815,-18.87759179570578,BRCA
18.504209394958533,-100.53489110025575,BRCA
-25.12518321684967,-5.376232976643586,PRAD
-21.493371992355527,42.69604307017944,PRAD
18.005328789387754,21.33185341746699,LUAD
-46.17956809638738,102.23528190292609,PRAD
6.757960328084846,-4.561075584448724,LUAD
