feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
-0.8427569134390066,-0.976351608344615,-0.9900170563837153,-0.26301550928443596,-0.1628418264480107,-0.007273442236997245,4.862119309993703,-4.041875450914912,-0.7957643429777774,-1.9574753417942858,0.6949954145727374,-0.13236839700466863,-0.1756483429045238,0.06614464909430243,1.7659399528901685,0.4690997703655838,0.831463957354274,0.9652330912923733,-2.3939464758248388,-0.4637933548950974,0
1.064746938668164,-3.7632651222867475,0.4664663395442752,0.5375289052923227,-3.240992286665787,-0.04270828504673205,4.452278983915967,-8.298686589213453,-1.1967987429052331,4.370716630343424,0.5180819041768713,-1.5136117363033996,0.7860746292165779,-1.1549813022330049,4.852972704303439,0.8716504065256117,2.4589611017091944,0.5035846436390055,2.6505595908136943,-0.5841435356624134,0
-0.7476398568376901,-1.3782849353286994,0.8146342118246814,-1.4341237676360217,-0.45171564012502907,-0.14602211160229134,2.7025140452050267,-5.08443735295298,0.9634782379404113,2.063147024933615,1.440424689256413,-0.952263454578553,-1.4304600372600382,1.2839858103391244,2.9102500101617617,-1.3775117890029318,1.0497182010506858,-1.7144733261066216,-1.4921198541878928,-1.076336289725833,1
-0.39976603730808025,3.4022769851340664,0.6717450684415314,-4.694335235276229,7.037845275212125,-1.5169667823803046,3.1316998163096694,2.8001821625486363,-2.504080028231104,-6.8103516401151385,0.9754574212514828,1.0401027912055931,-1.7393913539416783,-2.442219223344561,-1.059872887330036,-0.642047760634794,4.88304568236121,6.015760442040188,-0.38364068185026856,-0.6671482627672984,0
-0.43285025820951195,-2.1258359882944458,0.35194095636042805,0.08463661018978845,-1.7051768988916556,0.17693555029053734,1.110511123177816,-2.7527091428528787,-0.518122645314756,0.6895646413133201,0.26713487253421553,0.21330076387791144,0.004204623466879871,-0.2555932623881413,0.6879648606368592,-1.1133523614643002,1.1100001200404452,-2.229714084439718,-0.2851323271838353,-0.5646717338121906,0
0.8298036439677903,0.9058537827719133,0.12943928857982748,-3.618102397706711,-0.06428515533046564,0.47764445674380146,1.9760396154537925,3.974807210169477,-1.9538099944455554,0.3648832467307094,0.6497540522642891,1.2393648149815302,0.49199042101876295,0.599520104694871,1.0519275245303,-0.27321042163380743,-3.247749741913929,-2.3741145538202124,-1.3205348716810952,0.5387680496067767,1
-0.595236918434073,-0.2255101158049274,-1.4079789473018849,-1.0788176230833326,2.5175432920093463,1.2069714009356167,4.456955937069554,0.7112755482533297,-2.752124183941752,-5.951592806742536,-1.7509102061838937,-0.8440324229512756,-0.31696985863669164,0.22009063716555913,-1.2408625458836955,-0.46187494836140613,1.767409474208709,2.0692287523838075,-1.898064508049143,0.6558428639393696,0
0.6028915885366934,-0.6559126154155803,0.08307711402521395,-1.6056120482845875,1.043785980931854,-0.0937162250069665,3.5023600840800873,-0.528968438235429,-2.1028083314415715,-1.5015699454192801,0.08223321223832317,2.409885718546725,1.7455877044465538,-1.1356438321393156,0.746948474319067,1.8681339259819483,0.9973567507793056,0.8348589237036212,-0.2898920424064779,0.3001860535124807,0
-1.5806698786170066,-2.8057243723810856,0.5616807187340443,-1.7135190151654391,-0.10374729627074597,0.38196002603804724,6.689167803112238,-1.8434188790605717,-2.797116543495922,-2.895371017051244,1.1330871295779632,0.2581950622270698,-0.11216592563895243,0.24713504438622202,1.577801181524321,1.514410767903976,0.8276129496780062,-1.561587327095039,-1.4417343085688554,0.702746878919738,0
-2.67052794173399,-4.696102573841326,0.9891547677521743,6.7636289185252725,-2.3870304117187766,0.37607829663764475,1.3691581081856015,-0.6186314744472478,0.8694616875594159,-1.9759136604869667,-0.9033999463131687,-0.7112142466554028,-0.5249882453703165,0.10134995632471955,-1.8869001691216,-0.679436587860696,-2.3482975267941653,-1.6528259361101654,0.9932341943082829,-0.45643883262861873,0
